file,n_runs,mean_latency_ms,median_latency_ms,p95,p99,best_ms,worst_ms,canonical_transcript,reference,wer
atm_limit_01.wav,3,8808.557533333333,8881.942400000014,9125.912059999984,9147.598251999982,8390.710400000004,9153.019799999982,How much money can I take out at the ATM?,how much money can I take out at the ATM,0.0
atm_limit_02.wav,3,8216.19313333334,8163.258900000017,8398.209840000007,8419.094368000005,8061.004999999995,8424.315500000006,How much money can I withdraw at the ATM?,how much money can I withdraw at the ATM,0.0
atm_limit_03.wav,3,7593.074566666663,7401.841399999995,8017.019929999998,8071.702465999998,7292.009199999995,8085.373099999998,What is my limit at the ATM?,what is my limit at the ATM,0.0
balance_01.wav,3,8287.351966666676,8345.193600000017,8480.095230000004,8492.086486000002,8021.778000000012,8495.084300000002,Can I see my count Bella?,can you see my account balance,0.5
balance_02.wav,3,7658.090533333327,7618.380500000001,7950.734839999993,7980.277447999992,7368.227999999988,7987.663099999992,What is my account balance?,what is my account balance,0.0
balance_03.wav,3,8142.364599999989,8104.9127999999655,8932.287480000014,9005.831896000018,7297.962999999982,9024.218000000019,Show me my account balance.,show me my account balance,0.0
balance_04.wav,3,8215.355866666641,8663.505899999962,9367.2843,9429.842380000004,6537.079799999958,9445.481900000004,I would like to know what my current account balance shows.,I would like to know what my current account balance shows,0.0
balance_05.wav,3,5910.529833333309,6025.957600000027,6234.442509999957,6252.974501999951,5448.024399999951,6257.607499999949,What's my current balance?,what's my current balance,0.0
balance_06.wav,3,5570.751066666692,5522.671100000025,5725.762580000025,5743.815156000026,5441.253800000027,5748.328300000026,Account balance.,account balance,0.0
balance_07.wav,3,5691.72233333334,5735.059200000023,5772.61152000002,5775.94950400002,5563.323799999978,5776.784000000021,Show me my account balance please.,show me my account balance please,0.0
balance_08.wav,3,5721.055999999995,5725.590699999998,5805.371110000016,5812.462702000018,5623.341699999969,5814.235600000018,Show me my account balance.,show me my account balance,0.0
balance_09.wav,3,5986.648533333342,6002.777400000014,6058.086810000014,6063.003202000014,5892.935899999998,6064.232300000014,Could I see my account balance please?,can I see my account balance please,0.14285714285714285
balance_10.wav,3,6058.445899999981,6097.761199999979,6099.729769999982,6099.904753999982,5977.6279999999815,6099.948499999982,You show me my current account balance.,show me my current account balance,0.16666666666666666
card_issues_01.wav,3,5846.803033333307,5798.371499999974,5975.863739999972,5991.640827999971,5746.452499999976,5995.585099999971,Why was my card declined?,why was my card declined,0.0
card_issues_02.wav,3,5767.784566666686,5732.555100000013,5860.264290000003,5871.616218000002,5696.344400000044,5874.454200000002,I need help activating my code.,I need help activating my scars,0.16666666666666666
card_issues_03.wav,3,5609.869300000014,5617.616999999996,5639.181359999963,5641.098191999961,5570.413500000086,5641.57739999996,Card not working.,card not working,0.0
card_issues_04.wav,3,5179.224366666669,5391.632299999969,5443.762640000056,5448.396448000065,4696.485899999971,5449.5549000000665,My card isn't working.,my card isn't working,0.0
card_issues_05.wav,3,5915.085399999953,5904.19739999993,6167.60795999993,6191.02223199993,5644.182999999998,6196.87579999993,trying to figure out why my payment was declined,trying to figure out why my payment was declined,0.0
cash_deposit_01.wav,3,6114.528200000033,6106.205300000056,6197.576540000011,6205.698428000007,6029.650400000037,6207.728900000006,How do I deposit money into my account?,how do I deposit money into my account,0.0
cash_deposit_02.wav,3,6023.890699999963,6018.291399999953,6260.677420000013,6282.222844000018,5765.771499999914,6287.60920000002,I would like to deposit money into my account.,would you like to deposit money into my account,0.2222222222222222
cash_deposit_03.wav,3,5849.327766666647,5801.405599999953,5959.233200000005,5973.262320000011,5769.8080999999775,5976.769600000011,How do I deposit money into my account?,how do I deposit money into my account,0.0
cash_deposit_04.wav,3,5558.267466666696,5527.716199999986,5627.1630500000465,5636.002770000052,5508.87350000005,5638.212700000054,Can I make a deposit?,can I make a deposit,0.0
cash_deposit_05.wav,3,6103.353299999981,6120.075799999995,6121.555669999952,6121.687213999949,6068.263999999999,6121.720099999948,"Hi, I want to deposit money into my savings account.",hi I want to deposit money into my savings account,0.0
cash_deposit_06.wav,3,5966.481666666634,5920.256499999937,6102.115089999961,6118.280297999963,5856.8669,6122.321599999964,I'd like to make a deposit.,I'd like to make a deposit,0.0
cash_deposit_07.wav,3,5647.907033333316,5634.231999999997,5680.9892499999705,5685.145449999968,5623.304599999983,5686.184499999968,Deposit money into account.,deposit money into account,0.0
cash_deposit_08.wav,3,5609.5867333333445,5645.872000000054,5727.638799999988,5734.906959999982,5446.164199999998,5736.723999999981,Where can I deposit money?,where can I deposit money,0.0
cash_deposit_09.wav,3,5853.987999999958,5779.820199999904,5980.740430000014,5998.600006000024,5779.078899999945,6003.064900000027,How can I make a deposit?,how can I make a deposit,0.0
cash_deposit_10.wav,3,5962.361999999946,5898.859199999947,6107.0178599999845,6125.520851999989,5858.080199999904,6130.146599999989,I'd like to deposit money into my account.,I'd like to deposit money into my account,0.0
latest_transactions_01.wav,3,5890.923966666681,5965.486400000032,5998.977110000022,6001.954062000021,5704.587199999992,6002.69830000002,I'm talking about recent transactions on my card.,tell me about recent transactions on my card,0.25
latest_transactions_02.wav,3,5587.87833333334,5602.612700000009,5638.113740000028,5641.26938800003,5518.963999999983,5642.058300000031,Please show me my latest transactions.,please show me my latest transactions,0.0
latest_transactions_03.wav,3,5481.899966666636,5471.861699999977,5580.472529999963,5590.1268259999615,5381.29779999997,5592.540399999962,Show me my recent transactions.,show me my recent transactions,0.0
pay_bill_01.wav,3,5871.388733333371,5830.759000000057,6025.347910000028,6042.644702000025,5736.438300000032,6046.968900000024,I'd like to make a payment on the bill.,epic to make a payment on the bill,0.25
pay_bill_02.wav,3,5834.088766666658,5830.867099999978,5962.0342700000265,5973.693574000031,5694.790799999964,5976.608400000032,"Hi, I want to make an online bill payment.",I want to make an online bill payment,0.125
pay_bill_03.wav,3,6197.07066666668,6116.450299999997,6381.29806999998,6404.840093999978,6064.036100000067,6410.725599999978,I would like to make a bill payment.,I would like to make a down payment,0.125
pay_bill_04.wav,3,5962.198900000014,5952.235100000053,6004.711039999984,6009.375567999978,5923.819900000012,6010.541699999976,I need to make a payment.,I need to make a payment,0.0
pay_bill_05.wav,3,5818.765066666667,5797.872699999971,5924.944600000014,5936.239880000019,5719.358800000009,5939.06370000002,Make a bill payment.,make a bill payment,0.0
pay_bill_06.wav,3,5679.10180000005,5683.410300000105,5877.629490000027,5894.89341800002,5454.685700000027,5899.209400000018,I'd like to make a payment.,I'd like to make a payment,0.0
pay_bill_07.wav,3,5630.597999999888,5714.329499999849,5725.642229999926,5726.647805999933,5450.56529999988,5726.899199999934,My bills are due.,my bills are due,0.0
pay_bill_08.wav,3,5991.752433333279,6034.44219999983,6057.278260000066,6059.308132000087,5880.999499999916,6059.815600000093,I want to pay off my entire balance.,I want to pay off my entire balance,0.0
pay_bill_09.wav,3,5798.858233333401,5783.986200000072,5869.712279999976,5877.332375999968,5733.351100000164,5879.237399999965,I would like to make a payment.,I would like to make a payment,0.0
pay_bill_10.wav,3,5727.427333333405,5749.426999999969,5765.960270000187,5767.429894000206,5665.057700000034,5767.797300000211,I'd like to pay my bill.,I'd like to pay my bill,0.0
