file,run,latency_ms,transcript,meta,reference,wer
atm_limit_01.wav,1,7458.853000000005,How much money can I take out at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7458.840600000002}",how much money can I take out at the ATM,0.0
atm_limit_01.wav,2,8605.547900000005,How much money can I take out at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8605.539399999998}",how much money can I take out at the ATM,0.0
atm_limit_01.wav,3,8641.275300000018,How much money can I take out at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8641.25870000001}",how much money can I take out at the ATM,0.0
atm_limit_02.wav,1,8363.13899999999,How much money can I withdraw at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8363.127399999996}",how much money can I withdraw at the ATM,0.0
atm_limit_02.wav,2,7880.9984000000095,How much money can I withdraw at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7880.9823}",how much money can I withdraw at the ATM,0.0
atm_limit_02.wav,3,7132.559999999984,How much money can I withdraw at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7132.548200000002}",how much money can I withdraw at the ATM,0.0
atm_limit_03.wav,1,7358.210799999995,What is my limit at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7358.20099999998}",what is my limit at the ATM,0.0
atm_limit_03.wav,2,7292.863699999998,What is my limit at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7292.855099999997}",what is my limit at the ATM,0.0
atm_limit_03.wav,3,7519.754500000005,What is my limit at the ATM?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7519.743399999981}",what is my limit at the ATM,0.0
balance_01.wav,1,7028.365299999961,Can I see my count Bella?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7028.357900000003}",can you see my account balance,0.5
balance_01.wav,2,6995.745100000022,Can I see my count Bella?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 6995.738200000005}",can you see my account balance,0.5
balance_01.wav,3,6850.649799999985,Can I see my count Bella?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 6850.639000000001}",can you see my account balance,0.5
balance_02.wav,1,6958.412199999998,What is my account balance?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 6958.402299999989}",what is my account balance,0.0
balance_02.wav,2,6836.906100000022,What is my account balance?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 6836.895700000014}",what is my account balance,0.0
balance_02.wav,3,6682.856300000026,What is my account balance?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 6682.844399999965}",what is my account balance,0.0
balance_03.wav,1,7397.680100000002,Show me my account balance.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7397.666700000002}",show me my account balance,0.0
balance_03.wav,2,7273.261700000035,Show me my account balance.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 7273.24649999997}",show me my account balance,0.0
balance_03.wav,3,8436.177799999996,Show me my account balance.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8436.166999999954}",show me my account balance,0.0
balance_04.wav,1,9504.802700000027,I would like to know what my current account balance shows.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 9504.793500000005}",I would like to know what my current account balance shows,0.0
balance_04.wav,2,9567.891999999973,I would like to know what my current account balance shows.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 9567.881500000056}",I would like to know what my current account balance shows,0.0
balance_04.wav,3,9591.431399999976,I would like to know what my current account balance shows.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 9591.415499999983}",I would like to know what my current account balance shows,0.0
balance_05.wav,1,8818.740300000001,What's my current balance?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8818.727500000023}",what's my current balance,0.0
balance_05.wav,2,8611.392100000046,What's my current balance?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8611.378899999978}",what's my current balance,0.0
balance_05.wav,3,8371.78789999996,What's my current balance?,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8371.77600000001}",what's my current balance,0.0
balance_06.wav,1,8121.70900000001,Account balance.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8121.699700000022}",account balance,0.0
balance_06.wav,2,8232.315400000005,Account balance.,"{""decoding"": ""greedy"", ""temperature"": 0.0, ""condition_on_previous_text"": false, ""latency_ms"": 8232.30639999997}",account balance,0.0
