file,n_runs,mean_latency_ms,median_latency_ms,p95,p99,best_ms,worst_ms,canonical_transcript,reference,wer
atm_limit_01.wav,3,5897.263366666673,5940.194899999995,5958.434930000001,5960.056266000002,5791.133600000023,5960.461600000002,How much money can I take out at the ATM?,how much money can I take out at the ATM,0.0
atm_limit_02.wav,3,5800.291833333328,5685.663900000009,6128.258339999977,6167.600067999974,5537.776100000002,6177.435499999973,How much money can I withdraw at the ATM?,how much money can I withdraw at the ATM,0.0
atm_limit_03.wav,3,5482.336799999995,5437.6300999999785,5572.03637000001,5583.983594000012,5422.4098999999915,5586.970400000013,What is my limit at the ATM?,what is my limit at the ATM,0.0
balance_01.wav,3,5430.622333333332,5408.007499999996,5509.443620000007,5518.460164000008,5363.145199999991,5520.714300000009,Can I see my count Bella?,can you see my account balance,0.5
balance_02.wav,3,5720.113166666673,5773.155400000007,5817.200949999998,5821.116109999996,5565.089200000017,5822.094899999996,What is my account balance?,what is my account balance,0.0
balance_03.wav,3,5716.838066666677,5807.384000000013,5822.986040000034,5824.372888000036,5518.410599999981,5824.719600000037,Show me my account balance.,show me my account balance,0.0
balance_04.wav,3,6329.915600000011,5861.319299999991,7292.019690000029,7419.193058000033,5677.44110000001,7450.986400000033,I would like to know what my current account balance shows.,I would like to know what my current account balance shows,0.0
balance_05.wav,3,5520.4371,5421.52870000001,5692.485759999988,5716.570831999986,5417.190500000004,5722.592099999985,What's my current balance?,what's my current balance,0.0
balance_06.wav,3,5289.281433333334,5316.958800000009,5401.527119999992,5409.04430399999,5139.961900000003,5410.923599999989,Account balance.,account balance,0.0
balance_07.wav,3,5836.032199999977,5882.852200000002,5902.648689999972,5904.408377999969,5720.39609999996,5904.848299999969,Show me my account balance please.,show me my account balance please,0.0
balance_08.wav,3,5712.4952333333185,5696.453099999985,5862.6411599999865,5877.413431999987,5559.926099999984,5881.106499999987,Show me my account balance.,show me my account balance,0.0
balance_09.wav,3,6068.634033333335,6037.08290000003,6172.5980599999675,6184.643851999962,5981.163900000012,6187.65529999996,Could I see my account balance please?,can I see my account balance please,0.14285714285714285
balance_10.wav,3,6097.951300000015,5994.492200000024,6288.755480000003,6314.9122160000015,5977.91030000002,6321.451400000001,You show me my current account balance.,show me my current account balance,0.16666666666666666
card_issues_01.wav,3,5892.724799999996,5888.05769999999,5981.949750000007,5990.2957100000085,5797.73449999999,5992.382200000009,Why was my card declined?,why was my card declined,0.0
card_issues_02.wav,3,5967.7136333333465,5863.689000000022,6153.886980000033,6179.682356000034,5853.320699999984,6186.131200000034,I need help activating my code.,I need help activating my scars,0.16666666666666666
card_issues_03.wav,3,5753.529133333321,5749.120399999982,5826.479449999993,5833.355809999995,5676.392099999986,5835.074899999995,Card not working.,card not working,0.0
card_issues_04.wav,3,5805.070466666715,5806.967100000065,5817.6284100000885,5818.5760820000905,5789.431299999989,5818.813000000091,My card isn't working.,my card isn't working,0.0
card_issues_05.wav,3,6037.084899999968,6077.5584999998955,6255.586600000003,6271.411320000014,5758.328699999993,6275.367500000016,trying to figure out why my payment was declined,trying to figure out why my payment was declined,0.0
cash_deposit_01.wav,3,5448.2602666666935,5621.645899999976,5733.835400000044,5743.80780000005,4976.8340000000535,5746.300900000051,How do I deposit money into my account?,how do I deposit money into my account,0.0
cash_deposit_02.wav,3,5780.1545666667,5820.966500000054,5918.4032000000225,5927.06424000002,5590.267700000027,5929.2295000000195,I would like to deposit money into my account.,would you like to deposit money into my account,0.2222222222222222
cash_deposit_03.wav,3,5533.892800000028,5488.56509999996,5717.20461000001,5737.528122000014,5370.504300000107,5742.609000000016,How do I deposit money into my account?,how do I deposit money into my account,0.0
cash_deposit_04.wav,3,5300.053166666696,5288.358800000083,5426.178500000004,5438.429139999997,5170.308900000009,5441.491799999994,Can I make a deposit?,can I make a deposit,0.0
cash_deposit_05.wav,3,5980.306633333346,5896.7978000000585,6338.241769999979,6377.481233999972,5656.831000000011,6387.29109999997,"Hi, I want to deposit money into my savings account.",hi I want to deposit money into my savings account,0.0
cash_deposit_06.wav,3,6082.784799999975,6096.069899999975,6310.5785999999625,6329.646039999961,5817.8715999999895,6334.412899999961,I'd like to make a deposit.,I'd like to make a deposit,0.0
cash_deposit_07.wav,3,5780.711433333295,5780.685299999959,5857.022129999984,5863.807625999987,5695.944999999938,5865.503999999987,Deposit money into account.,deposit money into account,0.0
cash_deposit_08.wav,3,5703.592866666668,5725.503500000059,5738.714059999938,5739.888331999928,5645.093200000019,5740.181899999925,Where can I deposit money?,where can I deposit money,0.0
cash_deposit_09.wav,3,5678.1415666666435,5579.387099999963,5848.451460000013,5872.368292000017,5576.690099999951,5878.347500000018,How can I make a deposit?,how can I make a deposit,0.0
cash_deposit_10.wav,3,5947.391133333326,6012.501600000064,6017.503889999989,6017.948537999982,5811.612099999934,6018.059699999981,I'd like to deposit money into my account.,I'd like to deposit money into my account,0.0
latest_transactions_01.wav,3,6126.635566666664,6086.449899999934,6243.17014000004,6257.10082800005,6032.873300000006,6260.5835000000525,I'm talking about recent transactions on my card.,tell me about recent transactions on my card,0.25
latest_transactions_02.wav,3,6030.260066666642,5997.6861999999755,6121.982409999998,6133.030962000001,5957.30089999995,6135.793100000001,Please show me my latest transactions.,please show me my latest transactions,0.0
latest_transactions_03.wav,3,5902.266533333318,5936.398599999961,5950.893459999975,5952.181891999976,5817.897000000016,5952.503999999976,Show me my recent transactions.,show me my recent transactions,0.0
pay_bill_01.wav,3,6209.9386666666305,6203.92830000003,6266.306039999927,6271.850727999918,6152.650799999947,6273.236899999915,I'd like to make a payment on the bill.,epic to make a payment on the bill,0.25
pay_bill_02.wav,3,6261.904066666678,6314.739099999997,6376.465869999993,6381.952693999992,6087.648700000045,6383.324399999992,"Hi, I want to make an online bill payment.",I want to make an online bill payment,0.125
pay_bill_03.wav,3,6025.702066666629,6092.615599999931,6171.58051999994,6178.599623999942,5804.136200000016,6180.354399999942,I would like to make a bill payment.,I would like to make a down payment,0.125
pay_bill_04.wav,3,5891.658600000028,5916.869600000041,6116.307980000056,6134.035836000057,5619.638399999985,6138.467800000058,I need to make a payment.,I need to make a payment,0.0
pay_bill_05.wav,3,5728.04133333337,5658.158100000037,5894.496570000069,5915.504434000072,5605.209500000001,5920.756400000073,Make a bill payment.,make a bill payment,0.0
pay_bill_06.wav,3,5945.132966666658,5941.7821999999205,6095.636299999978,6109.312219999983,5780.885500000068,6112.731199999985,I'd like to make a payment.,I'd like to make a payment,0.0
pay_bill_07.wav,3,5590.241566666616,5597.373599999969,5642.997749999938,5647.053229999936,5525.283999999942,5648.067099999935,My bills are due.,my bills are due,0.0
pay_bill_08.wav,3,5651.538266666648,5747.49410000004,5774.501840000016,5776.902528000014,5429.617999999891,5777.502700000014,I want to pay off my entire balance.,I want to pay off my entire balance,0.0
pay_bill_09.wav,3,5987.8426333333055,5957.67079999996,6127.713199999971,6142.828079999972,5859.250299999985,6146.606799999972,I would like to make a payment.,I would like to make a payment,0.0
pay_bill_10.wav,3,5991.571500000039,6013.7584999999945,6052.914439999995,6056.394967999995,5903.690900000129,6057.265099999995,I'd like to pay my bill.,I'd like to pay my bill,0.0
