file,n_runs,mean_latency_ms,median_latency_ms,p95,p99,best_ms,worst_ms,canonical_transcript,reference,wer
atm_limit_01.wav,3,344.2751667074238,355.89500004425645,356.64749001152813,356.71437800861895,320.1994000701234,356.73110000789165,HOW MUCH MONEY CAN I THIK OUT ATHIATHIA,how much money can I take out at the ATM,0.4
atm_limit_02.wav,3,224.77660002186894,217.31310000177473,249.27470998372883,252.11574198212475,204.19070008210838,252.82599998172373,HOW MUCH MONEY CAN I WITHDRAW AT THE A T M,how much money can I withdraw at the ATM,0.3333333333333333
atm_limit_03.wav,3,281.6713332819442,282.2699999669567,292.76921997079626,293.70248397113755,268.80819990765303,293.9357999712229,WHAT IS MY LIMIT AT THE EIGTM,what is my limit at the ATM,0.14285714285714285
balance_01.wav,3,238.052966655232,238.2465999107808,256.0470699798316,257.6293339859694,217.88740006741136,258.0248999875039,GIM MA THING MIGHT COUNT BALLA,can you see my account balance,1.0
balance_02.wav,3,263.1375999966015,262.5963999889791,287.1448899968527,289.3269779975526,236.94390000309795,289.8724999977276,WHAT IS MY ACCOUNT BALANCE,what is my account balance,0.0
balance_03.wav,3,272.23770002213615,274.46580003015697,285.1668899995275,286.11809799680486,255.89140004012734,286.3558999961242,SHOW ME MY ACCOUNT BALANCE,show me my account balance,0.0
balance_04.wav,3,275.6683999905363,281.9301999406889,289.7288800217211,290.422096028924,254.4796000001952,290.5954000307247,I WOULD LIKE TO KNOW WHAT MY CURRENT ACCOUNT BALANCE SHOWS,I would like to know what my current account balance shows,0.0
balance_05.wav,3,295.7854333411281,307.543299975805,308.29138001427054,308.3578760176897,271.4385000290349,308.3745000185445,WHAT'S MY CURRENT BALANTH,what's my current balance,0.25
balance_06.wav,3,274.4684333447367,279.1090999962762,281.4900500001386,281.7016900004819,262.54160003736615,281.75460000056773,ACCOUNT BALANCE,account balance,0.0
balance_07.wav,3,214.3470666681727,206.00270002614707,229.14503001375124,231.2021260126494,205.32209996599704,231.71640001237392,SHOW ME MY ACCOUNT BALANCE PLEASE,show me my account balance please,0.0
balance_08.wav,3,285.3238333094244,286.50009992998093,303.3113800105639,304.8057160177268,264.2920999787748,305.17930001951754,SHOW ME MY ACCOUNT BALANCE,show me my account balance,0.0
balance_09.wav,3,307.9799332966407,288.21129992138594,367.83213997259736,374.9095479771495,259.0495999902487,376.6788999782875,COULD I SEE MY ACCOUNT BALANCEPLEASE,can I see my account balance please,0.42857142857142855
balance_10.wav,3,845.3420333486671,825.2061000093818,885.8363100443967,891.2256620475091,818.2469999883324,892.5730000482872,YOU SHILL ME LIE CURRENT HELP IANT,show me my current account balance,0.8333333333333334
card_issues_01.wav,3,793.6126666221147,793.8429999630898,810.1308399345726,811.5786479320377,775.0543999718502,811.940599931404,WHY WAS MY CARD DECLIND,why was my card declined,0.2
card_issues_02.wav,3,835.0025666877627,866.3097000680864,870.7315800013021,871.1246359953657,767.4751000013202,871.2228999938816,I NEED HELP ACTIGATING MY ALAV,I need help activating my scars,0.3333333333333333
card_issues_03.wav,3,757.7238332790633,763.7945999158546,774.0256199729629,774.9350439780392,734.214499942027,775.1623999793082,CARD NOT WORKING,card not working,0.0
card_issues_04.wav,3,823.484699979114,831.0759000014514,870.7932599470951,874.3236919422634,764.1718999948353,875.2062999410555,WHAT ART IF THEN WORKING,my card isn't working,1.0
